Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Isolate	Organism Infraspecific Names Ecotype	Assembly Name	Assembly Accession	Annotation Name	Annotation BUSCO Complete 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Lineage 	Annotation BUSCO Missing 	Annotation BUSCO Single Copy 	Annotation BUSCO Total Count 	Annotation BUSCO Version 	Assembly Submitter	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	Assembly Stats Contig N50	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Assembly BioSample Accession	Assembly BioProject Lineage Accession	Assembly BioProject Lineage Parent Accession	Assembly BioProject Lineage Parent Accessions	Assembly BioProject Lineage Title
Pectobacterium versatile		CFBP1552				ASM429666v1	GCA_004296665.1	From INSDC submitter									Sorbonne University	4934970	Scaffold	2019-02-25	235475	4459	4297	SAMN10417479	PRJNA505408			Pectobacterium sp. Genome sequencing and assembly
Pectobacterium versatile		A75-S21-O15				ASM429667v1	GCA_004296675.1	From INSDC submitter									Sorbonne University	4957380	Scaffold	2019-02-25	81699	4553	4391	SAMN10417475	PRJNA505408			Pectobacterium sp. Genome sequencing and assembly
Pectobacterium versatile		CFBP6051				ASM429668v1	GCA_004296685.1	From INSDC submitter									Sorbonne University	4949375	Scaffold	2019-02-25	74062	4491	4301	SAMN10417481	PRJNA505408			Pectobacterium sp. Genome sequencing and assembly
Pectobacterium versatile		A67-S18-O15				ASM429671v1	GCA_004296715.1	From INSDC submitter									Sorbonne University	4965960	Scaffold	2019-02-25	162341	4545	4369	SAMN10417472	PRJNA505408			Pectobacterium sp. Genome sequencing and assembly
Pectobacterium versatile		A69-S13-O15				ASM429672v1	GCA_004296725.1	From INSDC submitter									Sorbonne University	4887126	Scaffold	2019-02-25	151919	4406	4260	SAMN10417473	PRJNA505408			Pectobacterium sp. Genome sequencing and assembly
Pectobacterium versatile		CFBP5663				ASM429676v1	GCA_004296765.1	From INSDC submitter									Sorbonne University	5101804	Scaffold	2019-02-25	220502	4617	4424	SAMN10417480	PRJNA505408			Pectobacterium sp. Genome sequencing and assembly
Pectobacterium versatile		CFBP1118				ASM1344940v1	GCA_013449405.1	From INSDC submitter									Sorbonne University	4968197	Contig	2020-07-21	51811	4460	4347	SAMN15375019	PRJNA639025			Pectobacterium genomes sequencing and assembly
Pectobacterium versatile		CFBP6698				ASM1344960v1	GCA_013449605.1	From INSDC submitter									Sorbonne University	4963578	Scaffold	2020-07-21	96144	4462	4330	SAMN15375402	PRJNA639025			Pectobacterium genomes sequencing and assembly
Pectobacterium versatile		CFBP5669				ASM1344965v1	GCA_013449655.1	From INSDC submitter									Sorbonne University	4960228	Scaffold	2020-07-21	149999	4428	4304	SAMN15375390	PRJNA639025			Pectobacterium genomes sequencing and assembly
Pectobacterium versatile		CFBP5378				ASM1344967v1	GCA_013449675.1	From INSDC submitter									Sorbonne University	4942943	Scaffold	2020-07-21	209392	4399	4268	SAMN15375090	PRJNA639025			Pectobacterium genomes sequencing and assembly
Pectobacterium versatile		NAK:94 PCC:163				ASM1694903v1	GCA_016949035.1	From INSDC submitter									Wageningen Plant Research	5028271	Scaffold	2021-02-25	452210	4515	4354	SAMN15660319	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium versatile		IPO:0139 NAK:93 PCC:139				ASM1694907v1	GCA_016949075.1	From INSDC submitter									Wageningen Plant Research	4985467	Scaffold	2021-02-25	117976	4465	4291	SAMN15660318	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium versatile		NAK:227				ASM1694995v1	GCA_016949955.1	From INSDC submitter									Wageningen Plant Research	5032232	Scaffold	2021-02-25	568291	4562	4421	SAMN15660332	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium versatile		NY1788A				ASM1809466v1	GCA_018094665.1	From INSDC submitter									Cornell University	5218926	Contig	2021-04-19	47249	4805	4680	SAMN12913092	PRJNA575845			Pectobacterium versatile Genome sequencing and assembly
Pectobacterium versatile		NY1765A				ASM1809468v1	GCA_018094685.1	From INSDC submitter									Cornell University	5030614	Contig	2021-04-19	87373	4511	4400	SAMN12913090	PRJNA575845			Pectobacterium versatile Genome sequencing and assembly
Pectobacterium versatile		NY1766A				ASM1809470v1	GCA_018094705.1	From INSDC submitter									Cornell University	4968660	Contig	2021-04-19	66537	4439	4336	SAMN12913091	PRJNA575845			Pectobacterium versatile Genome sequencing and assembly
Pectobacterium versatile		NY1762B				ASM1809474v1	GCA_018094745.1	From INSDC submitter									Cornell University	4970365	Contig	2021-04-19	73104	4465	4346	SAMN12913089	PRJNA575845			Pectobacterium versatile Genome sequencing and assembly
Pectobacterium versatile		NY1705A				ASM1809572v1	GCA_018095725.1	From INSDC submitter									Cornell University	5081731	Contig	2021-04-19	75159	4599	4490	SAMN12913085	PRJNA575845			Pectobacterium versatile Genome sequencing and assembly
Pectobacterium versatile		NY1715C				ASM1809574v1	GCA_018095745.1	From INSDC submitter									Cornell University	5204678	Contig	2021-04-19	63712	4746	4621	SAMN12913086	PRJNA575845			Pectobacterium versatile Genome sequencing and assembly
Pectobacterium versatile		NY1754A				ASM1809575v1	GCA_018095755.1	From INSDC submitter									Cornell University	5312553	Contig	2021-04-19	64027	5263	5117	SAMN12913088	PRJNA575845			Pectobacterium versatile Genome sequencing and assembly
Pectobacterium versatile		NY1753B				ASM1809576v1	GCA_018095765.1	From INSDC submitter									Cornell University	5056936	Contig	2021-04-19	85073	4538	4432	SAMN12913087	PRJNA575845			Pectobacterium versatile Genome sequencing and assembly
Pectobacterium versatile		DSM 30169				ASM1821936v1	GCA_018219365.1										Hebei University of Science and Technology	5303971	Chromosome	2021-04-30	5303871			SAMN16131363	PRJNA663365			Pectobacterium carotovorum strain:DSM 30169 | isolate:Brassica oleracea var. capitata, soft rot Genome sequencing
Pectobacterium versatile		KC01				ASM2016643v1	GCA_020166435.1										Beijing Academy of Agriculture and Forestry Sciences	4834266	Contig	2021-09-26	221615			SAMN21156479	PRJNA759112			Pectobacterium versatile strain:KC01 Genome sequencing and assembly
Pectobacterium versatile		KC03				ASM2016645v1	GCA_020166455.1										Beijing Academy of Agriculture and Forestry Sciences	4880115	Contig	2021-09-26	204025			SAMN21157272	PRJNA759187			Pectobacterium versatile strain:KC03 Genome sequencing and assembly
Pectobacterium versatile		KC02				ASM2016646v1	GCA_020166465.1										Beijing Academy of Agriculture and Forestry Sciences	4882392	Contig	2021-09-26	209432			SAMN21157269	PRJNA759179			Pectobacterium versatile strain:KC02 Genome sequencing and assembly
Pectobacterium versatile		SR4				ASM2029551v1	GCA_020295515.1	From INSDC submitter									Iowa State University	5028790	Contig	2021-10-05	187897	4494	4321	SAMN21916058	PRJNA767613			Pectobacterium soft rot genomes
Pectobacterium versatile		SR3				ASM2029556v1	GCA_020295565.1	From INSDC submitter									Iowa State University	5028769	Contig	2021-10-05	187900	4499	4326	SAMN21916057	PRJNA767613			Pectobacterium soft rot genomes
Pectobacterium versatile		SR2				ASM2029564v1	GCA_020295645.1	From INSDC submitter									Iowa State University	5028729	Contig	2021-10-05	187897	4490	4320	SAMN21916056	PRJNA767613			Pectobacterium soft rot genomes
Pectobacterium versatile		A546-S4-A17				ASM2040661v1	GCA_020406615.1	From INSDC submitter									Sorbonne University	4900257	Scaffold	2021-10-10	125407	4397	4285	SAMN22029081	PRJNA768349			Draft genomes of Pectobacterium sp. and Dickeya sp. isolated in France from fresh water
Pectobacterium versatile		A165-S18-M16				ASM2040673v1	GCA_020406735.1	From INSDC submitter									Sorbonne University	4946973	Scaffold	2021-10-10	107907	4511	4414	SAMN22029082	PRJNA768349			Draft genomes of Pectobacterium sp. and Dickeya sp. isolated in France from fresh water
Pectobacterium versatile		A095-S3-F16				ASM2040678v1	GCA_020406785.1	From INSDC submitter									Sorbonne University	4917952	Scaffold	2021-10-10	79070	4409	4299	SAMN22029080	PRJNA768349			Draft genomes of Pectobacterium sp. and Dickeya sp. isolated in France from fresh water
Pectobacterium versatile		SR12				ASM2042306v1	GCA_020423065.1	From INSDC submitter									Iowa State University	5084672	Complete Genome	2021-10-12	5084672	4544	4359	SAMN21916065	PRJNA767613			Pectobacterium soft rot genomes
Pectobacterium versatile		SR1				ASM2042308v1	GCA_020423085.1	From INSDC submitter									Iowa State University	5086495	Complete Genome	2021-10-12	5086495	4511	4317	SAMN21916055	PRJNA767613			Pectobacterium soft rot genomes
Pectobacterium versatile		A73-S18-O15				ASM2086556v1	GCA_020865565.1	From INSDC submitter									Sorbonne University	5040579	Complete Genome	2021-11-15	5040579	4538	4355	SAMN22635659	PRJNA775887			Pectobacterium versatile strain:A73-S18-O15 Genome sequencing
Pectobacterium versatile				Pectobacterium versatile A80-S18-O15		Pectobacterium_versatile_A80-S18-O15	GCA_922011595.1										Hopital Henri Mondor APHP	4994101	Scaffold	2022-01-06	208961			SAMEA11051368	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A792-S21-N17		Pectobacterium_versatile_A792-S21-N17	GCA_922011605.1										Hopital Henri Mondor APHP	4941108	Scaffold	2022-01-06	164101			SAMEA11051367	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A139-S21-M15		Pectobacterium_versatile_A139-S21-M15	GCA_922011615.1										Hopital Henri Mondor APHP	4969397	Scaffold	2022-01-06	166987			SAMEA11051354	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A56-GEAM-M15		Pectobacterium_versatile_A56-GEAM-M15	GCA_922011625.1										Hopital Henri Mondor APHP	4988523	Scaffold	2022-01-06	73434			SAMEA11051363	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile CFBP7359.1		Pectobacterium_versatile_CFBP7359.1	GCA_922011655.1										Hopital Henri Mondor APHP	4989891	Scaffold	2022-01-06	116957			SAMEA11051378	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A550-S10-A17		Pectobacterium_versatile_A550-S10-A17	GCA_922011735.1										Hopital Henri Mondor APHP	4944997	Scaffold	2022-01-06	146133			SAMEA11051362	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A385-S18-F17		Pectobacterium_versatile_A385-S18-F17	GCA_922013185.1										Hopital Henri Mondor APHP	5013742	Scaffold	2022-01-06	117451			SAMEA11051360	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A222-S6-N16		Pectobacterium_versatile_A222-S6-N16	GCA_922013215.1										Hopital Henri Mondor APHP	5061688	Scaffold	2022-01-06	197348			SAMEA11051359	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile LMG2412		Pectobacterium_versatile_LMG2412	GCA_922013315.1										Hopital Henri Mondor APHP	4943430	Contig	2022-01-06	409267			SAMEA11051372	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile LMG2424		Pectobacterium_versatile_LMG2424	GCA_922013345.1										Hopital Henri Mondor APHP	5022463	Contig	2022-01-06	115261			SAMEA11051373	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A59-S3-O15		Pectobacterium_versatile_A59-S3-O15	GCA_922015415.1										Hopital Henri Mondor APHP	4834807	Scaffold	2022-01-06	151513			SAMEA11051364	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A155-S5-M16		Pectobacterium_versatile_A155-S5-M16	GCA_922016725.1										Hopital Henri Mondor APHP	4934275	Scaffold	2022-01-06	243923			SAMEA11051355	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A482-MFV-J17		Pectobacterium_versatile_A482-MFV-J17	GCA_922016765.1										Hopital Henri Mondor APHP	4936149	Scaffold	2022-01-06	203077			SAMEA11051361	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A82-S18-O15		Pectobacterium_versatile_A82-S18-O15	GCA_922019785.1										Hopital Henri Mondor APHP	4867593	Scaffold	2022-01-06	118915			SAMEA11051369	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile LMG2413		Pectobacterium_versatile_LMG2413	GCA_922021645.1										Hopital Henri Mondor APHP	4888387	Contig	2022-01-06	286498			SAMEA11051379	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A96-S13-F16		Pectobacterium_versatile_A96-S13-F16	GCA_922021695.1										Hopital Henri Mondor APHP	4963910	Scaffold	2022-01-06	164821			SAMEA11051370	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A167-S22-M16		Pectobacterium_versatile_A167-S22-M16	GCA_922021985.1										Hopital Henri Mondor APHP	4994343	Scaffold	2022-01-06	105845			SAMEA11051356	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A102-S1-F16		Pectobacterium_versatile_A102-S1-F16	GCA_922022005.1										Hopital Henri Mondor APHP	4878622	Scaffold	2022-01-06	113689			SAMEA11051353	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A18-GEAV-M15		Pectobacterium_versatile_A18-GEAV-M15	GCA_922022125.1										Hopital Henri Mondor APHP	4892284	Scaffold	2022-01-06	89633			SAMEA11051357	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A619-S1-N17		Pectobacterium_versatile_A619-S1-N17	GCA_922022605.1										Hopital Henri Mondor APHP	5019509	Scaffold	2022-01-06	137411			SAMEA11051365	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A78-S20-O15		Pectobacterium_versatile_A78-S20-O15	GCA_922030515.1										Hopital Henri Mondor APHP	4921155	Scaffold	2022-01-06	106242			SAMEA11051366	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile LMG2411		Pectobacterium_versatile_LMG2411	GCA_922030705.1										Hopital Henri Mondor APHP	4903362	Contig	2022-01-06	247284			SAMEA11051371	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile A197-S18-M16		Pectobacterium_versatile_A197-S18-M16	GCA_922031085.1										Hopital Henri Mondor APHP	4941667	Scaffold	2022-01-06	90082			SAMEA11051358	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium versatile				Pectobacterium versatile LMG2459		Pectobacterium_versatile_LMG2459	GCA_922037575.1										Hopital Henri Mondor APHP	4868924	Contig	2022-01-06	276460			SAMEA11051374	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium wasabiae		NCPPB 3701				ASM74986v1	GCF_000749865.1	From INSDC submitter									Food and Environment Research Agency	5009192	Contig	2014-09-08	355840	4674	4465	SAMN02999477	PRJNA258525			Pectobacterium wasabiae Genome sequencing
Pectobacterium wasabiae		NCPPB3702				ASM75468v1	GCF_000754685.1	From INSDC submitter									Food and Environment Research Agency	5010624	Contig	2014-09-15	465249	4694	4483	SAMN03010635	PRJNA258525			Pectobacterium wasabiae Genome sequencing
Pectobacterium wasabiae		NCPPB 3701				ASM74986v1	GCA_000749865.1	From INSDC submitter									Food and Environment Research Agency	5009192	Contig	2014-09-08	355840	4512	4377	SAMN02999477	PRJNA258525			Pectobacterium wasabiae Genome sequencing
Pectobacterium wasabiae		NCPPB3702				ASM75468v1	GCA_000754685.1	From INSDC submitter									Food and Environment Research Agency	5010624	Contig	2014-09-15	465249	4510	4375	SAMN03010635	PRJNA258525			Pectobacterium wasabiae Genome sequencing
Pectobacterium wasabiae CFBP 3304		CFBP 3304				ASM174218v1	GCF_001742185.1	From INSDC submitter									Institute for integrative biology of the cell	5043228	Complete Genome	2016-09-22	5043228	4639	4386	SAMN04915576	PRJNA320083			Pectobacterium wasabiae Genome sequencing
Pectobacterium wasabiae CFBP 3304		CFBP 3304				PecWas1.0	GCF_000291725.1	From INSDC submitter									University of Helsinki	5149301	Contig	2012-08-17	259694	4718	4522	SAMN02471791	PRJNA159625			Pectobacterium wasabiae CFBP 3304 Genome sequencing and assembly
Pectobacterium wasabiae CFBP 3304		CFBP 3304				PecWas1.0	GCA_000291725.1	From INSDC submitter									University of Helsinki	5149301	Contig	2012-08-17	259694	4719	4636	SAMN02471791	PRJNA159625			Pectobacterium wasabiae CFBP 3304 Genome sequencing and assembly
Pectobacterium wasabiae CFBP 3304		CFBP 3304				ASM174218v1	GCA_001742185.1	From INSDC submitter									Institute for integrative biology of the cell	5043228	Complete Genome	2016-09-22	5043228	4579	4368	SAMN04915576	PRJNA320083			Pectobacterium wasabiae Genome sequencing
